2022-08-20,1
2022-08-19,1
2022-08-18,1
2022-08-17,1
2022-08-16,2
2022-08-15,1
2022-08-14,2
2022-08-13,1
2022-08-12,1
2022-08-11,2
2022-08-10,2
2022-08-09,1
2022-08-08,1
2022-08-07,1
2022-08-06,1
2022-08-05,1
2022-08-04,2
2022-08-03,2
2022-08-02,1
2022-08-01,1
2022-07-31,1
2022-07-30,1
2022-07-29,1
2022-07-28,2
2022-07-27,2
2022-07-26,2
2022-07-25,1
2022-07-24,1
2022-07-23,1
2022-07-22,1
2022-07-21,1
2022-04-08,0
2022-02-26,2
2022-01-18,2
2021-12-08,0
2021-12-05,2
2021-11-27,1
2021-11-26,2
2021-11-25,1
2021-11-24,1
2021-11-23,1
2021-11-22,1
2021-11-21,2
2021-11-11,1
2021-11-10,1
2021-11-09,1
2021-11-08,1
2021-11-07,2
2021-11-06,1
2021-11-05,2
2021-11-04,1
2021-11-03,1
2021-11-02,1
2021-11-01,1
2021-10-31,1
2021-10-30,2
2021-10-29,0
2021-10-28,0
2021-10-27,0
2021-10-26,1
2021-10-25,1
2021-10-24,1
2021-10-23,2
2021-10-22,1
2021-10-21,1
2021-10-20,2
